,index,classes,wav_path
20331,22759,no,.\train\audio\no\2a89ad5c_nohash_0.wav
20332,22760,no,.\train\audio\no\2ad772d6_nohash_0.wav
20333,22761,no,.\train\audio\no\2b42e7a2_nohash_0.wav
20334,22762,no,.\train\audio\no\2b715941_nohash_0.wav
20335,22763,no,.\train\audio\no\2bdbe5f7_nohash_0.wav
20336,22764,no,.\train\audio\no\2bdbe5f7_nohash_1.wav
20337,22765,no,.\train\audio\no\2bdbe5f7_nohash_2.wav
20338,22766,no,.\train\audio\no\2bdbe5f7_nohash_3.wav
20339,22767,no,.\train\audio\no\2bdbe5f7_nohash_4.wav
20340,22768,no,.\train\audio\no\2bfe70ef_nohash_0.wav
20341,22769,no,.\train\audio\no\2bfe70ef_nohash_1.wav
20342,22770,no,.\train\audio\no\2c6d3924_nohash_0.wav
20343,22771,no,.\train\audio\no\2d82a556_nohash_0.wav
20344,22772,no,.\train\audio\no\2da58b32_nohash_0.wav
20345,22773,no,.\train\audio\no\2da58b32_nohash_1.wav
20346,22775,no,.\train\audio\no\2da58b32_nohash_3.wav
20347,22776,no,.\train\audio\no\2da58b32_nohash_4.wav
20348,22777,no,.\train\audio\no\2dcb6848_nohash_0.wav
20349,22778,no,.\train\audio\no\2dcb6848_nohash_1.wav
20350,22779,no,.\train\audio\no\2dce72b3_nohash_0.wav
20351,22780,no,.\train\audio\no\2e0d80f7_nohash_0.wav
20352,22781,no,.\train\audio\no\2e0d80f7_nohash_1.wav
20353,22782,no,.\train\audio\no\2e0d80f7_nohash_2.wav
20354,22784,no,.\train\audio\no\2e73212b_nohash_0.wav
20355,22785,no,.\train\audio\no\2f666bb2_nohash_0.wav
20356,22786,no,.\train\audio\no\2f813234_nohash_0.wav
20357,22787,no,.\train\audio\no\2f813234_nohash_1.wav
20358,22789,no,.\train\audio\no\2fa39636_nohash_1.wav
20359,22790,no,.\train\audio\no\300384f0_nohash_0.wav
20360,22791,no,.\train\audio\no\3006c271_nohash_0.wav
20361,22792,no,.\train\audio\no\30aabd44_nohash_0.wav
20362,22793,no,.\train\audio\no\30f31e42_nohash_0.wav
20363,22795,no,.\train\audio\no\31270cb2_nohash_1.wav
20364,22796,no,.\train\audio\no\31583d30_nohash_0.wav
20365,22797,no,.\train\audio\no\31d68957_nohash_0.wav
20366,22798,no,.\train\audio\no\3209ec42_nohash_0.wav
20367,22799,no,.\train\audio\no\324210dd_nohash_0.wav
20368,22800,no,.\train\audio\no\324210dd_nohash_1.wav
20369,22801,no,.\train\audio\no\324210dd_nohash_2.wav
20370,22802,no,.\train\audio\no\324210dd_nohash_3.wav
20371,22804,no,.\train\audio\no\32561e9e_nohash_0.wav
20372,22805,no,.\train\audio\no\33246bc2_nohash_0.wav
20373,22806,no,.\train\audio\no\333784b7_nohash_0.wav
20374,22807,no,.\train\audio\no\333784b7_nohash_1.wav
20375,22808,no,.\train\audio\no\333784b7_nohash_2.wav
20376,22809,no,.\train\audio\no\333784b7_nohash_3.wav
20377,22810,no,.\train\audio\no\333784b7_nohash_4.wav
20378,22811,no,.\train\audio\no\3389305e_nohash_0.wav
20379,22812,no,.\train\audio\no\338a40d6_nohash_0.wav
20380,22813,no,.\train\audio\no\338dacf5_nohash_0.wav
20381,22814,no,.\train\audio\no\33f60c62_nohash_0.wav
20382,22815,no,.\train\audio\no\3402e488_nohash_0.wav
20383,22817,no,.\train\audio\no\34263ab3_nohash_0.wav
20384,22820,no,.\train\audio\no\34ba417a_nohash_0.wav
20385,22821,no,.\train\audio\no\34ba417a_nohash_1.wav
20386,22822,no,.\train\audio\no\35c8fa78_nohash_0.wav
20387,22823,no,.\train\audio\no\35d1b6ee_nohash_0.wav
20388,22824,no,.\train\audio\no\35d1b6ee_nohash_1.wav
20389,22825,no,.\train\audio\no\35d1b6ee_nohash_2.wav
20390,22826,no,.\train\audio\no\35d1b6ee_nohash_3.wav
20391,22827,no,.\train\audio\no\35d1b6ee_nohash_4.wav
20392,22829,no,.\train\audio\no\36050ef3_nohash_1.wav
20393,22830,no,.\train\audio\no\36050ef3_nohash_2.wav
20394,22831,no,.\train\audio\no\36050ef3_nohash_3.wav
20395,22832,no,.\train\audio\no\36050ef3_nohash_4.wav
20396,22833,no,.\train\audio\no\363c6bad_nohash_0.wav
20397,22834,no,.\train\audio\no\364f979f_nohash_0.wav
20398,22835,no,.\train\audio\no\364f979f_nohash_1.wav
20399,22836,no,.\train\audio\no\365531e2_nohash_0.wav
20400,22837,no,.\train\audio\no\36de13e1_nohash_0.wav
20401,22838,no,.\train\audio\no\3777c08e_nohash_0.wav
20402,22839,no,.\train\audio\no\3777c08e_nohash_1.wav
20403,22840,no,.\train\audio\no\37a3cd33_nohash_0.wav
20404,22841,no,.\train\audio\no\37d38e44_nohash_0.wav
20405,22842,no,.\train\audio\no\37d38e44_nohash_1.wav
20406,22843,no,.\train\audio\no\37dca74f_nohash_0.wav
20407,22844,no,.\train\audio\no\37dca74f_nohash_1.wav
20408,22845,no,.\train\audio\no\37dca74f_nohash_2.wav
20409,22846,no,.\train\audio\no\37dca74f_nohash_3.wav
20410,22847,no,.\train\audio\no\37dca74f_nohash_4.wav
20411,22848,no,.\train\audio\no\37e8db82_nohash_0.wav
20412,22849,no,.\train\audio\no\380abbad_nohash_0.wav
20413,22850,no,.\train\audio\no\3824c00e_nohash_0.wav
20414,22851,no,.\train\audio\no\3824c00e_nohash_1.wav
20415,22852,no,.\train\audio\no\3852fca2_nohash_0.wav
20416,22853,no,.\train\audio\no\38d78313_nohash_0.wav
20417,22854,no,.\train\audio\no\38d78313_nohash_1.wav
20418,22855,no,.\train\audio\no\38d78313_nohash_2.wav
20419,22856,no,.\train\audio\no\38d78313_nohash_3.wav
20420,22857,no,.\train\audio\no\38d78313_nohash_4.wav
20421,22858,no,.\train\audio\no\39025b21_nohash_0.wav
20422,22859,no,.\train\audio\no\39543cfd_nohash_0.wav
20423,22860,no,.\train\audio\no\3983ba0d_nohash_0.wav
20424,22861,no,.\train\audio\no\3983ba0d_nohash_1.wav
20425,22862,no,.\train\audio\no\39a12648_nohash_0.wav
20426,22863,no,.\train\audio\no\39a12648_nohash_1.wav
20427,22864,no,.\train\audio\no\39a12648_nohash_2.wav
20428,22865,no,.\train\audio\no\39a12648_nohash_3.wav
20429,22866,no,.\train\audio\no\39a12648_nohash_4.wav
20430,22867,no,.\train\audio\no\39c13eed_nohash_0.wav
20431,22868,no,.\train\audio\no\39ec87ac_nohash_0.wav
20432,22869,no,.\train\audio\no\3a182c98_nohash_0.wav
20433,22870,no,.\train\audio\no\3a33d3a4_nohash_0.wav
20434,22871,no,.\train\audio\no\3a70ab7f_nohash_0.wav
20435,22872,no,.\train\audio\no\3a70ab7f_nohash_1.wav
20436,22873,no,.\train\audio\no\3a70ab7f_nohash_2.wav
20437,22874,no,.\train\audio\no\3aa6f4e2_nohash_0.wav
20438,22875,no,.\train\audio\no\3ab9ba07_nohash_0.wav
20439,22876,no,.\train\audio\no\3b7f817e_nohash_0.wav
20440,22877,no,.\train\audio\no\3b8406c0_nohash_0.wav
20441,22878,no,.\train\audio\no\3b8406c0_nohash_1.wav
20442,22879,no,.\train\audio\no\3b8406c0_nohash_2.wav
20443,22880,no,.\train\audio\no\3bc21161_nohash_0.wav
20444,22881,no,.\train\audio\no\3bc21161_nohash_1.wav
20445,22882,no,.\train\audio\no\3bc21161_nohash_2.wav
20446,22883,no,.\train\audio\no\3bc21161_nohash_3.wav
20447,22884,no,.\train\audio\no\3bc21161_nohash_4.wav
20448,22885,no,.\train\audio\no\3bfd30e6_nohash_0.wav
20449,22886,no,.\train\audio\no\3bfd30e6_nohash_1.wav
20450,22887,no,.\train\audio\no\3bfd30e6_nohash_2.wav
20451,22888,no,.\train\audio\no\3bfd30e6_nohash_3.wav
20452,22889,no,.\train\audio\no\3bfd30e6_nohash_4.wav
20453,22890,no,.\train\audio\no\3c165869_nohash_0.wav
20454,22891,no,.\train\audio\no\3c165869_nohash_1.wav
20455,22892,no,.\train\audio\no\3c257192_nohash_0.wav
20456,22895,no,.\train\audio\no\3c257192_nohash_3.wav
20457,22896,no,.\train\audio\no\3c257192_nohash_4.wav
20458,22897,no,.\train\audio\no\3c8dc702_nohash_0.wav
20459,22898,no,.\train\audio\no\3ca784ec_nohash_0.wav
20460,22899,no,.\train\audio\no\3ca784ec_nohash_1.wav
20461,22900,no,.\train\audio\no\3cbd76a3_nohash_0.wav
20462,22901,no,.\train\audio\no\3cfc6b3a_nohash_0.wav
20463,22902,no,.\train\audio\no\3d53244b_nohash_0.wav
20464,22904,no,.\train\audio\no\3d53244b_nohash_2.wav
20465,22905,no,.\train\audio\no\3d53244b_nohash_3.wav
20466,22906,no,.\train\audio\no\3d53244b_nohash_4.wav
20467,22907,no,.\train\audio\no\3d6bee47_nohash_0.wav
20468,22908,no,.\train\audio\no\3df9a3d4_nohash_0.wav
20469,22909,no,.\train\audio\no\3dfd6c23_nohash_0.wav
20470,22910,no,.\train\audio\no\3e2ba5f7_nohash_0.wav
20471,22911,no,.\train\audio\no\3e31dffe_nohash_0.wav
20472,22912,no,.\train\audio\no\3e31dffe_nohash_1.wav
20473,22914,no,.\train\audio\no\3e31dffe_nohash_3.wav
20474,22915,no,.\train\audio\no\3e31dffe_nohash_4.wav
20475,22916,no,.\train\audio\no\3e3b65eb_nohash_0.wav
20476,22917,no,.\train\audio\no\3e3fa7fd_nohash_0.wav
20477,22918,no,.\train\audio\no\3e3fa7fd_nohash_1.wav
20478,22919,no,.\train\audio\no\3ea77ede_nohash_0.wav
20479,22920,no,.\train\audio\no\3ec05c3d_nohash_0.wav
20480,22921,no,.\train\audio\no\3efa7ec4_nohash_0.wav
20481,22922,no,.\train\audio\no\3efa7ec4_nohash_1.wav
20482,22923,no,.\train\audio\no\3efef882_nohash_0.wav
20483,22924,no,.\train\audio\no\3efef882_nohash_1.wav
20484,22925,no,.\train\audio\no\3f170018_nohash_0.wav
20485,22926,no,.\train\audio\no\3f2b358d_nohash_0.wav
20486,22927,no,.\train\audio\no\3f2b358d_nohash_1.wav
20487,22928,no,.\train\audio\no\3f2b358d_nohash_2.wav
20488,22929,no,.\train\audio\no\3f2b358d_nohash_3.wav
20489,22930,no,.\train\audio\no\3f2b358d_nohash_4.wav
20490,22931,no,.\train\audio\no\3f339c33_nohash_0.wav
20491,22932,no,.\train\audio\no\3fb8c268_nohash_0.wav
20492,22933,no,.\train\audio\no\3ff840aa_nohash_0.wav
20493,22934,no,.\train\audio\no\402e2977_nohash_0.wav
20494,22936,no,.\train\audio\no\409c962a_nohash_0.wav
20495,22937,no,.\train\audio\no\40b60ae9_nohash_0.wav
20496,22938,no,.\train\audio\no\40b60ae9_nohash_1.wav
20497,22939,no,.\train\audio\no\412c675c_nohash_0.wav
20498,22940,no,.\train\audio\no\413997c1_nohash_0.wav
20499,22941,no,.\train\audio\no\413bcfe1_nohash_0.wav
20500,22942,no,.\train\audio\no\41474817_nohash_0.wav
20501,22943,no,.\train\audio\no\41777abb_nohash_0.wav
20502,22945,no,.\train\audio\no\422f8cf1_nohash_0.wav
20503,22946,no,.\train\audio\no\4249c833_nohash_0.wav
20504,22948,no,.\train\audio\no\43691f67_nohash_0.wav
20505,22949,no,.\train\audio\no\43691f67_nohash_1.wav
20506,22951,no,.\train\audio\no\439c84f4_nohash_0.wav
20507,22952,no,.\train\audio\no\439c84f4_nohash_1.wav
20508,22953,no,.\train\audio\no\439c84f4_nohash_2.wav
20509,22954,no,.\train\audio\no\439c84f4_nohash_3.wav
20510,22955,no,.\train\audio\no\439c84f4_nohash_4.wav
20511,22956,no,.\train\audio\no\4407ba92_nohash_1.wav
20512,22957,no,.\train\audio\no\4422e51d_nohash_0.wav
20513,22958,no,.\train\audio\no\44715c1c_nohash_0.wav
20514,22959,no,.\train\audio\no\44c201dd_nohash_0.wav
20515,22960,no,.\train\audio\no\45864319_nohash_0.wav
20516,22961,no,.\train\audio\no\45864319_nohash_1.wav
20517,22962,no,.\train\audio\no\45864319_nohash_2.wav
20518,22965,no,.\train\audio\no\46a153d8_nohash_0.wav
20519,22966,no,.\train\audio\no\46a153d8_nohash_1.wav
20520,22967,no,.\train\audio\no\46a153d8_nohash_2.wav
20521,22968,no,.\train\audio\no\46a153d8_nohash_3.wav
20522,22969,no,.\train\audio\no\46a153d8_nohash_4.wav
20523,22970,no,.\train\audio\no\471a0925_nohash_0.wav
20524,22971,no,.\train\audio\no\471a0925_nohash_1.wav
20525,22973,no,.\train\audio\no\471a0925_nohash_3.wav
20526,22974,no,.\train\audio\no\471a0925_nohash_4.wav
20527,22975,no,.\train\audio\no\479e64cc_nohash_0.wav
20528,22976,no,.\train\audio\no\47d01978_nohash_0.wav
20529,22977,no,.\train\audio\no\47d01978_nohash_1.wav
20530,22978,no,.\train\audio\no\483e2a6f_nohash_0.wav
20531,22979,no,.\train\audio\no\483e2a6f_nohash_1.wav
20532,22980,no,.\train\audio\no\48463cbc_nohash_0.wav
20533,22981,no,.\train\audio\no\48bdc11c_nohash_0.wav
20534,22982,no,.\train\audio\no\48bdc11c_nohash_1.wav
20535,22983,no,.\train\audio\no\48bfde8e_nohash_0.wav
20536,22984,no,.\train\audio\no\48e8b82a_nohash_0.wav
20537,22985,no,.\train\audio\no\48e8b82a_nohash_1.wav
20538,22986,no,.\train\audio\no\49af4432_nohash_0.wav
20539,22987,no,.\train\audio\no\49af4432_nohash_1.wav
20540,22988,no,.\train\audio\no\49af4432_nohash_2.wav
20541,22989,no,.\train\audio\no\49af4432_nohash_3.wav
20542,22990,no,.\train\audio\no\49af4432_nohash_4.wav
20543,22991,no,.\train\audio\no\49f30eed_nohash_0.wav
20544,22992,no,.\train\audio\no\49f30eed_nohash_1.wav
20545,22993,no,.\train\audio\no\4a1e736b_nohash_0.wav
20546,22994,no,.\train\audio\no\4a1e736b_nohash_1.wav
20547,22997,no,.\train\audio\no\4a1e736b_nohash_4.wav
20548,22998,no,.\train\audio\no\4a294341_nohash_0.wav
20549,22999,no,.\train\audio\no\4a294341_nohash_1.wav
20550,23000,no,.\train\audio\no\4abb2400_nohash_0.wav
20551,23001,no,.\train\audio\no\4b39347d_nohash_0.wav
20552,23002,no,.\train\audio\no\4bb1244f_nohash_0.wav
20553,23003,no,.\train\audio\no\4bb1244f_nohash_1.wav
20554,23005,no,.\train\audio\no\4bba14ce_nohash_0.wav
20555,23006,no,.\train\audio\no\4c432947_nohash_0.wav
20556,23007,no,.\train\audio\no\4c432947_nohash_1.wav
20557,23009,no,.\train\audio\no\4c841771_nohash_0.wav
20558,23010,no,.\train\audio\no\4ca37738_nohash_0.wav
20559,23011,no,.\train\audio\no\4cb874bb_nohash_0.wav
20560,23013,no,.\train\audio\no\4d4e17f5_nohash_1.wav
20561,23014,no,.\train\audio\no\4def68db_nohash_0.wav
20562,23015,no,.\train\audio\no\4f256313_nohash_0.wav
20563,23016,no,.\train\audio\no\4f256313_nohash_1.wav
20564,23017,no,.\train\audio\no\4f2ab70c_nohash_0.wav
20565,23018,no,.\train\audio\no\4f2ab70c_nohash_1.wav
20566,23019,no,.\train\audio\no\4f5c0b28_nohash_0.wav
20567,23020,no,.\train\audio\no\4f5c0b28_nohash_1.wav
20568,23021,no,.\train\audio\no\4fd4d073_nohash_0.wav
20569,23022,no,.\train\audio\no\4fe01997_nohash_0.wav
20570,23023,no,.\train\audio\no\4fe01997_nohash_1.wav
20571,23024,no,.\train\audio\no\50928b05_nohash_0.wav
20572,23025,no,.\train\audio\no\50a8ef27_nohash_0.wav
20573,23026,no,.\train\audio\no\50a8ef27_nohash_1.wav
20574,23027,no,.\train\audio\no\50b86bf8_nohash_0.wav
20575,23028,no,.\train\audio\no\50d1c8e3_nohash_0.wav
20576,23029,no,.\train\audio\no\50d1c8e3_nohash_1.wav
20577,23030,no,.\train\audio\no\50d1c8e3_nohash_2.wav
20578,23031,no,.\train\audio\no\50d1c8e3_nohash_3.wav
20579,23032,no,.\train\audio\no\50f55535_nohash_0.wav
20580,23033,no,.\train\audio\no\50f55535_nohash_1.wav
20581,23035,no,.\train\audio\no\51055bda_nohash_1.wav
20582,23036,no,.\train\audio\no\51055bda_nohash_2.wav
20583,23037,no,.\train\audio\no\51055bda_nohash_3.wav
20584,23038,no,.\train\audio\no\51055bda_nohash_4.wav
20585,23039,no,.\train\audio\no\512dc91a_nohash_0.wav
20586,23040,no,.\train\audio\no\5188de0d_nohash_0.wav
20587,23041,no,.\train\audio\no\5188de0d_nohash_1.wav
20588,23043,no,.\train\audio\no\520e8c0e_nohash_0.wav
20589,23044,no,.\train\audio\no\520e8c0e_nohash_1.wav
20590,23045,no,.\train\audio\no\520e8c0e_nohash_2.wav
20591,23046,no,.\train\audio\no\520e8c0e_nohash_3.wav
20592,23047,no,.\train\audio\no\530306f5_nohash_0.wav
20593,23048,no,.\train\audio\no\531a5b8a_nohash_0.wav
20594,23049,no,.\train\audio\no\531a5b8a_nohash_1.wav
20595,23050,no,.\train\audio\no\533c6564_nohash_0.wav
20596,23051,no,.\train\audio\no\533c6564_nohash_1.wav
20597,23052,no,.\train\audio\no\53458368_nohash_0.wav
20598,23053,no,.\train\audio\no\53578f4e_nohash_0.wav
20599,23054,no,.\train\audio\no\538e1856_nohash_0.wav
20600,23055,no,.\train\audio\no\538e1856_nohash_1.wav
20601,23056,no,.\train\audio\no\53d5b86f_nohash_0.wav
20602,23057,no,.\train\audio\no\53d5b86f_nohash_1.wav
20603,23058,no,.\train\audio\no\53eb0a88_nohash_0.wav
20604,23059,no,.\train\audio\no\53fd1780_nohash_0.wav
20605,23060,no,.\train\audio\no\53fd1780_nohash_1.wav
20606,23061,no,.\train\audio\no\541120c7_nohash_0.wav
20607,23062,no,.\train\audio\no\541120c7_nohash_1.wav
20608,23063,no,.\train\audio\no\541e4079_nohash_0.wav
20609,23064,no,.\train\audio\no\541e4079_nohash_1.wav
20610,23065,no,.\train\audio\no\541e4079_nohash_2.wav
20611,23066,no,.\train\audio\no\5588c7e6_nohash_0.wav
20612,23068,no,.\train\audio\no\55d3725a_nohash_1.wav
20613,23069,no,.\train\audio\no\5628d7b7_nohash_0.wav
20614,23070,no,.\train\audio\no\5628d7b7_nohash_1.wav
20615,23071,no,.\train\audio\no\563aa4e6_nohash_0.wav
20616,23072,no,.\train\audio\no\563aa4e6_nohash_1.wav
20617,23074,no,.\train\audio\no\563aa4e6_nohash_3.wav
20618,23075,no,.\train\audio\no\563aa4e6_nohash_4.wav
20619,23076,no,.\train\audio\no\5677ec77_nohash_0.wav
20620,23077,no,.\train\audio\no\5677ec77_nohash_1.wav
20621,23078,no,.\train\audio\no\56eab10e_nohash_0.wav
20622,23079,no,.\train\audio\no\56eb74ae_nohash_0.wav
20623,23080,no,.\train\audio\no\56eb74ae_nohash_1.wav
20624,23081,no,.\train\audio\no\56eb74ae_nohash_2.wav
20625,23082,no,.\train\audio\no\56eb74ae_nohash_3.wav
20626,23083,no,.\train\audio\no\56eb74ae_nohash_4.wav
20627,23086,no,.\train\audio\no\571c044e_nohash_0.wav
20628,23087,no,.\train\audio\no\571c044e_nohash_1.wav
20629,23088,no,.\train\audio\no\573cdb8a_nohash_0.wav
20630,23089,no,.\train\audio\no\573cdb8a_nohash_1.wav
20631,23090,no,.\train\audio\no\5744b6a7_nohash_0.wav
20632,23091,no,.\train\audio\no\57b38f48_nohash_0.wav
20633,23092,no,.\train\audio\no\57b38f48_nohash_1.wav
20634,23093,no,.\train\audio\no\57b38f48_nohash_2.wav
20635,23094,no,.\train\audio\no\589bce2c_nohash_0.wav
20636,23095,no,.\train\audio\no\589bce2c_nohash_1.wav
20637,23096,no,.\train\audio\no\589bce2c_nohash_2.wav
20638,23097,no,.\train\audio\no\58df33b5_nohash_0.wav
20639,23098,no,.\train\audio\no\59fe87e6_nohash_0.wav
20640,23099,no,.\train\audio\no\5a0bc987_nohash_0.wav
20641,23100,no,.\train\audio\no\5a0bc987_nohash_1.wav
20642,23102,no,.\train\audio\no\5ab63b0a_nohash_0.wav
20643,23103,no,.\train\audio\no\5ab63b0a_nohash_1.wav
20644,23104,no,.\train\audio\no\5af0ca83_nohash_0.wav
20645,23105,no,.\train\audio\no\5b09db89_nohash_0.wav
20646,23106,no,.\train\audio\no\5b09db89_nohash_1.wav
20647,23108,no,.\train\audio\no\5b09db89_nohash_3.wav
20648,23109,no,.\train\audio\no\5b09db89_nohash_4.wav
20649,23110,no,.\train\audio\no\5b1db3ee_nohash_0.wav
20650,23111,no,.\train\audio\no\5b34ad80_nohash_0.wav
20651,23112,no,.\train\audio\no\5ba724a7_nohash_0.wav
20652,23113,no,.\train\audio\no\5ba724a7_nohash_1.wav
20653,23114,no,.\train\audio\no\5be23def_nohash_0.wav
20654,23115,no,.\train\audio\no\5c237956_nohash_0.wav
20655,23116,no,.\train\audio\no\5c237956_nohash_1.wav
20656,23117,no,.\train\audio\no\5c237956_nohash_2.wav
20657,23118,no,.\train\audio\no\5c39594f_nohash_0.wav
20658,23119,no,.\train\audio\no\5c39594f_nohash_1.wav
20659,23120,no,.\train\audio\no\5c39594f_nohash_2.wav
20660,23121,no,.\train\audio\no\5c39594f_nohash_3.wav
20661,23122,no,.\train\audio\no\5c39594f_nohash_4.wav
20662,23123,no,.\train\audio\no\5c8af87a_nohash_0.wav
20663,23124,no,.\train\audio\no\5c8af87a_nohash_1.wav
20664,23125,no,.\train\audio\no\5c8af87a_nohash_2.wav
20665,23126,no,.\train\audio\no\5c8af87a_nohash_3.wav
20666,23127,no,.\train\audio\no\5c8af87a_nohash_4.wav
20667,23128,no,.\train\audio\no\5db0e146_nohash_0.wav
20668,23129,no,.\train\audio\no\5de8f2f0_nohash_0.wav
20669,23130,no,.\train\audio\no\5e1b34a6_nohash_0.wav
20670,23131,no,.\train\audio\no\5e1b34a6_nohash_1.wav
20671,23132,no,.\train\audio\no\5e3dde6b_nohash_0.wav
20672,23133,no,.\train\audio\no\5e3dde6b_nohash_1.wav
20673,23134,no,.\train\audio\no\5e3dde6b_nohash_2.wav
20674,23136,no,.\train\audio\no\5e3dde6b_nohash_4.wav
20675,23138,no,.\train\audio\no\5efb758c_nohash_1.wav
20676,23139,no,.\train\audio\no\5f1b1051_nohash_0.wav
20677,23140,no,.\train\audio\no\5f449e17_nohash_0.wav
20678,23141,no,.\train\audio\no\5f814c23_nohash_0.wav
20679,23142,no,.\train\audio\no\5fadb538_nohash_0.wav
20680,23143,no,.\train\audio\no\5fadb538_nohash_1.wav
20681,23144,no,.\train\audio\no\5fadb538_nohash_2.wav
20682,23145,no,.\train\audio\no\5fadb538_nohash_3.wav
20683,23146,no,.\train\audio\no\5fadb538_nohash_4.wav
20684,23148,no,.\train\audio\no\5fb88f4c_nohash_1.wav
20685,23149,no,.\train\audio\no\5fc3ed24_nohash_0.wav
20686,23150,no,.\train\audio\no\5fe4a278_nohash_0.wav
20687,23151,no,.\train\audio\no\5fe4a278_nohash_1.wav
20688,23152,no,.\train\audio\no\5ff3f9a1_nohash_0.wav
20689,23153,no,.\train\audio\no\6021f08b_nohash_0.wav
20690,23155,no,.\train\audio\no\60472d26_nohash_1.wav
20691,23156,no,.\train\audio\no\6071a214_nohash_0.wav
20692,23157,no,.\train\audio\no\6078eb0d_nohash_0.wav
20693,23158,no,.\train\audio\no\6078eb0d_nohash_1.wav
20694,23159,no,.\train\audio\no\6094340e_nohash_0.wav
20695,23160,no,.\train\audio\no\611d2b50_nohash_0.wav
20696,23161,no,.\train\audio\no\611d2b50_nohash_1.wav
20697,23162,no,.\train\audio\no\611d2b50_nohash_2.wav
20698,23164,no,.\train\audio\no\611d2b50_nohash_4.wav
20699,23165,no,.\train\audio\no\617de221_nohash_0.wav
20700,23166,no,.\train\audio\no\617de221_nohash_1.wav
20701,23167,no,.\train\audio\no\617de221_nohash_2.wav
20702,23168,no,.\train\audio\no\617de221_nohash_3.wav
20703,23169,no,.\train\audio\no\617de221_nohash_4.wav
20704,23170,no,.\train\audio\no\61a0d340_nohash_0.wav
20705,23171,no,.\train\audio\no\61a9f72a_nohash_0.wav
20706,23172,no,.\train\audio\no\61bcb275_nohash_0.wav
20707,23173,no,.\train\audio\no\61e50f62_nohash_0.wav
20708,23174,no,.\train\audio\no\62605293_nohash_0.wav
20709,23175,no,.\train\audio\no\62641b88_nohash_0.wav
20710,23176,no,.\train\audio\no\62641b88_nohash_1.wav
20711,23177,no,.\train\audio\no\6272b231_nohash_0.wav
20712,23178,no,.\train\audio\no\627c0bec_nohash_0.wav
20713,23179,no,.\train\audio\no\627c0bec_nohash_1.wav
20714,23180,no,.\train\audio\no\627c0bec_nohash_2.wav
20715,23181,no,.\train\audio\no\627c0bec_nohash_3.wav
20716,23182,no,.\train\audio\no\62ff07ef_nohash_0.wav
20717,23184,no,.\train\audio\no\6366f61a_nohash_0.wav
20718,23185,no,.\train\audio\no\6366f61a_nohash_1.wav
20719,23187,no,.\train\audio\no\6366f61a_nohash_3.wav
20720,23188,no,.\train\audio\no\6414258b_nohash_1.wav
20721,23189,no,.\train\audio\no\64da5281_nohash_0.wav
20722,23190,no,.\train\audio\no\64da5281_nohash_1.wav
20723,23191,no,.\train\audio\no\64da5281_nohash_2.wav
20724,23192,no,.\train\audio\no\65040d9b_nohash_0.wav
20725,23193,no,.\train\audio\no\650daf8e_nohash_0.wav
20726,23194,no,.\train\audio\no\651d108f_nohash_0.wav
20727,23195,no,.\train\audio\no\651d108f_nohash_1.wav
20728,23196,no,.\train\audio\no\653a48f5_nohash_0.wav
20729,23197,no,.\train\audio\no\65c73b55_nohash_0.wav
20730,23198,no,.\train\audio\no\65d14087_nohash_0.wav
20731,23200,no,.\train\audio\no\65d844fc_nohash_0.wav
20732,23201,no,.\train\audio\no\65ec06e5_nohash_0.wav
20733,23202,no,.\train\audio\no\66041c69_nohash_0.wav
20734,23203,no,.\train\audio\no\66a412a7_nohash_0.wav
20735,23204,no,.\train\audio\no\66a412a7_nohash_1.wav
20736,23205,no,.\train\audio\no\66aa0f29_nohash_0.wav
20737,23206,no,.\train\audio\no\66cbe2b3_nohash_0.wav
20738,23207,no,.\train\audio\no\66cbe2b3_nohash_1.wav
20739,23208,no,.\train\audio\no\66cbe2b3_nohash_2.wav
20740,23209,no,.\train\audio\no\66cff190_nohash_0.wav
20741,23212,no,.\train\audio\no\6727b579_nohash_2.wav
20742,23213,no,.\train\audio\no\6727b579_nohash_3.wav
20743,23215,no,.\train\audio\no\6736bc64_nohash_0.wav
20744,23216,no,.\train\audio\no\6736bc64_nohash_1.wav
20745,23217,no,.\train\audio\no\6794a793_nohash_0.wav
20746,23218,no,.\train\audio\no\67961766_nohash_0.wav
20747,23219,no,.\train\audio\no\67961766_nohash_1.wav
20748,23220,no,.\train\audio\no\67fcdb05_nohash_0.wav
20749,23221,no,.\train\audio\no\682e1687_nohash_0.wav
20750,23222,no,.\train\audio\no\6846af18_nohash_0.wav
20751,23223,no,.\train\audio\no\6846af18_nohash_1.wav
20752,23224,no,.\train\audio\no\686d030b_nohash_0.wav
20753,23225,no,.\train\audio\no\686d030b_nohash_1.wav
20754,23226,no,.\train\audio\no\686d030b_nohash_2.wav
20755,23227,no,.\train\audio\no\686d030b_nohash_3.wav
20756,23228,no,.\train\audio\no\686d030b_nohash_4.wav
20757,23229,no,.\train\audio\no\68dd409e_nohash_0.wav
20758,23231,no,.\train\audio\no\69086eb0_nohash_0.wav
20759,23232,no,.\train\audio\no\692a88e6_nohash_0.wav
20760,23233,no,.\train\audio\no\692a88e6_nohash_1.wav
20761,23234,no,.\train\audio\no\692a88e6_nohash_2.wav
20762,23236,no,.\train\audio\no\692a88e6_nohash_4.wav
20763,23237,no,.\train\audio\no\6940f7f3_nohash_0.wav
20764,23238,no,.\train\audio\no\6940f7f3_nohash_1.wav
